Year Month,Postal Code,Customer Class,Total Gallons
201206,78652,Multi-Family,18200
201206,78652,Residential,906500
201206,78653,Multi-Family,170300
201206,78653,Residential,1480500
201206,78660,Irrigation - Residential,21800
201206,78660,Multi-Family,141200
201206,78660,Residential,10501600
201206,78701,Irrigation - Multi-Family,610600
201206,78701,Multi-Family,14206600
201206,78701,Residential,1620700
201206,78702,Irrigation - Multi-Family,1052000
201206,78702,Irrigation - Residential,30800
201206,78702,Multi-Family,9911000
201206,78702,Residential,32418900
201206,78703,Irrigation - Multi-Family,718200
201206,78703,Irrigation - Residential,1929800
201206,78703,Multi-Family,13944800
201206,78703,Residential,77541500
201206,78704,Irrigation - Multi-Family,2197800
201206,78704,Irrigation - Residential,255600
201206,78704,Multi-Family,50197800
201206,78704,Residential,63621100
201206,78705,Irrigation - Multi-Family,495600
201206,78705,Irrigation - Residential,191100
201206,78705,Multi-Family,30166800
201206,78705,Residential,11912300
201206,78712,Residential,0
201206,78717,Irrigation - Multi-Family,6265000
201206,78717,Irrigation - Residential,43800
201206,78717,Multi-Family,8582600
201206,78717,Residential,60736700
201206,78719,Multi-Family,525900
201206,78719,Residential,1863600
201206,78721,Irrigation - Multi-Family,258200
201206,78721,Irrigation - Residential,21300
201206,78721,Multi-Family,5073200
201206,78721,Residential,18985400
201206,78722,Irrigation - Multi-Family,0
201206,78722,Multi-Family,2871400
201206,78722,Residential,11557800
201206,78723,Irrigation - Multi-Family,150300
201206,78723,Multi-Family,21844000
201206,78723,Residential,45276900
201206,78724,Irrigation - Multi-Family,100800
201206,78724,Irrigation - Residential,49000
201206,78724,Multi-Family,14919100
201206,78724,Residential,25437600
201206,78725,Multi-Family,283000
201206,78725,Residential,2790700
201206,78726,Irrigation - Multi-Family,3920800
201206,78726,Irrigation - Residential,68200
201206,78726,Multi-Family,12255000
201206,78726,Residential,28289000
201206,78727,Irrigation - Multi-Family,6297600
201206,78727,Irrigation - Residential,7300
201206,78727,Multi-Family,18520200
201206,78727,Residential,59227700
201206,78728,Irrigation - Multi-Family,1588400
201206,78728,Multi-Family,7525300
201206,78728,Residential,6593700
201206,78729,Irrigation - Multi-Family,3125500
201206,78729,Irrigation - Residential,12600
201206,78729,Multi-Family,25861400
201206,78729,Residential,35317700
201206,78730,Irrigation - Multi-Family,2067700
201206,78730,Irrigation - Residential,204500
201206,78730,Multi-Family,5230700
201206,78730,Residential,21916400
201206,78731,Irrigation - Multi-Family,971300
201206,78731,Irrigation - Residential,809700
201206,78731,Multi-Family,19039900
201206,78731,Residential,99609100
201206,78733,Residential,48800
201206,78735,Irrigation - Multi-Family,2261000
201206,78735,Multi-Family,11353500
201206,78735,Residential,35047900
201206,78736,Irrigation - Multi-Family,425800
201206,78736,Irrigation - Residential,19900
201206,78736,Multi-Family,2829000
201206,78736,Residential,19419800
201206,78737,Irrigation - Residential,5800
201206,78737,Residential,13510500
201206,78738,Residential,9000
201206,78739,Irrigation - Residential,0
201206,78739,Residential,64588400
201206,78741,Irrigation - Multi-Family,3280500
201206,78741,Irrigation - Residential,27700
201206,78741,Multi-Family,81863700
201206,78741,Residential,21802700
201206,78742,Multi-Family,343500
201206,78742,Residential,839400
201206,78744,Irrigation - Multi-Family,1203400
201206,78744,Irrigation - Residential,2600
201206,78744,Multi-Family,26737800
201206,78744,Residential,57844400
201206,78745,Irrigation - Multi-Family,4024000
201206,78745,Irrigation - Residential,88100
201206,78745,Multi-Family,35842000
201206,78745,Residential,99898700
201206,78746,Irrigation - Multi-Family,1207200
201206,78746,Irrigation - Residential,611900
201206,78746,Multi-Family,16272900
201206,78746,Residential,55903300
201206,78747,Irrigation - Multi-Family,1183500
201206,78747,Irrigation - Residential,192600
201206,78747,Multi-Family,8090900
201206,78747,Residential,31865700
201206,78748,Irrigation - Multi-Family,5840500
201206,78748,Irrigation - Residential,12000
201206,78748,Multi-Family,15880100
201206,78748,Residential,92284600
201206,78749,Irrigation - Multi-Family,8935600
201206,78749,Irrigation - Residential,11900
201206,78749,Multi-Family,14455300
201206,78749,Residential,104148500
201206,78750,Irrigation - Multi-Family,2372800
201206,78750,Irrigation - Residential,31600
201206,78750,Multi-Family,15019500
201206,78750,Residential,92505100
201206,78751,Irrigation - Multi-Family,341500
201206,78751,Irrigation - Residential,86600
201206,78751,Multi-Family,13239700
201206,78751,Residential,19832000
201206,78752,Irrigation - Multi-Family,29800
201206,78752,Multi-Family,21989300
201206,78752,Residential,15755025
201206,78753,Irrigation - Multi-Family,5459900
201206,78753,Irrigation - Residential,200
201206,78753,Multi-Family,58836900
201206,78753,Residential,59207200
201206,78754,Irrigation - Multi-Family,2185600
201206,78754,Irrigation - Residential,0
201206,78754,Multi-Family,14812400
201206,78754,Residential,30319400
201206,78756,Irrigation - Multi-Family,108700
201206,78756,Irrigation - Residential,60300
201206,78756,Multi-Family,5573900
201206,78756,Residential,15281300
201206,78757,Irrigation - Multi-Family,65300
201206,78757,Irrigation - Residential,78300
201206,78757,Multi-Family,16048000
201206,78757,Residential,49503300
201206,78758,Irrigation - Multi-Family,3422200
201206,78758,Irrigation - Residential,29300
201206,78758,Multi-Family,46542900
201206,78758,Residential,57435800
201206,78759,Irrigation - Multi-Family,1710600
201206,78759,Irrigation - Residential,240000
201206,78759,Multi-Family,42537500
201206,78759,Residential,109746300
201207,,Irrigation - Residential,16700
201207,78613,Irrigation - Multi-Family,54000
201207,78613,Multi-Family,29000
201207,78617,Multi-Family,3643300
201207,78617,Residential,23261100
201207,78652,Irrigation - Residential,53200
201207,78652,Multi-Family,22300
201207,78652,Residential,1034400
201207,78653,Multi-Family,207200
201207,78653,Residential,1436100
201207,78660,Irrigation - Residential,13100
201207,78660,Multi-Family,187400
201207,78660,Residential,10487200
201207,78701,Irrigation - Multi-Family,565300
201207,78701,Multi-Family,13852400
201207,78701,Residential,1766700
201207,78702,Irrigation - Multi-Family,1398800
201207,78702,Irrigation - Residential,26500
201207,78702,Multi-Family,9517400
201207,78702,Residential,32443000
201207,78703,Irrigation - Multi-Family,885800
201207,78703,Irrigation - Residential,2309700
201207,78703,Multi-Family,13722700
201207,78703,Residential,87526200
201207,78704,Irrigation - Multi-Family,2756700
201207,78704,Irrigation - Residential,292400
201207,78704,Multi-Family,50265900
201207,78704,Residential,68150600
201207,78705,Irrigation - Multi-Family,623700
201207,78705,Irrigation - Residential,138700
201207,78705,Multi-Family,28277000
201207,78705,Residential,13782900
201207,78712,Residential,0
201207,78717,Irrigation - Multi-Family,6747300
201207,78717,Irrigation - Residential,31000
201207,78717,Multi-Family,7974900
201207,78717,Residential,52836100
201207,78719,Multi-Family,598600
201207,78719,Residential,2355500
201207,78721,Irrigation - Multi-Family,301000
201207,78721,Irrigation - Residential,20900
201207,78721,Multi-Family,4613600
201207,78721,Residential,18392400
201207,78722,Irrigation - Multi-Family,0
201207,78722,Multi-Family,2843500
201207,78722,Residential,13623300
201207,78723,Irrigation - Multi-Family,153300
201207,78723,Multi-Family,22601700
201207,78723,Residential,51109000
201207,78724,Irrigation - Multi-Family,137800
201207,78724,Irrigation - Residential,39100
201207,78724,Multi-Family,13153500
201207,78724,Residential,23848300
201207,78725,Multi-Family,257700
201207,78725,Residential,3040000
201207,78726,Irrigation - Multi-Family,6229100
201207,78726,Irrigation - Residential,33200
201207,78726,Multi-Family,11997400
201207,78726,Residential,32855600
201207,78727,Irrigation - Multi-Family,8060700
201207,78727,Irrigation - Residential,7500
201207,78727,Multi-Family,20467800
201207,78727,Residential,67722000
201207,78728,Irrigation - Multi-Family,1053400
201207,78728,Multi-Family,9007000
201207,78728,Residential,6010300
201207,78729,Irrigation - Multi-Family,3414500
201207,78729,Irrigation - Residential,19200
201207,78729,Multi-Family,24963500
201207,78729,Residential,39158000
201207,78730,Irrigation - Multi-Family,1906100
201207,78730,Irrigation - Residential,396800
201207,78730,Multi-Family,5177600
201207,78730,Residential,29229800
201207,78731,Irrigation - Multi-Family,1268200
201207,78731,Irrigation - Residential,842400
201207,78731,Multi-Family,18967700
201207,78731,Residential,110019500
201207,78733,Residential,53100
201207,78735,Irrigation - Multi-Family,2749300
201207,78735,Multi-Family,11845100
201207,78735,Residential,42319900
201207,78736,Irrigation - Multi-Family,1626200
201207,78736,Irrigation - Residential,23200
201207,78736,Multi-Family,2512400
201207,78736,Residential,24881300
201207,78737,Irrigation - Residential,8800
201207,78737,Residential,14967400
201207,78738,Residential,8300
201207,78739,Irrigation - Residential,0
201207,78739,Residential,82485500
201207,78741,Irrigation - Multi-Family,4372700
201207,78741,Irrigation - Residential,74600
201207,78741,Multi-Family,85895200
201207,78741,Residential,24957700
201207,78742,Multi-Family,331400
201207,78742,Residential,1071200
201207,78744,Irrigation - Multi-Family,1449600
201207,78744,Irrigation - Residential,4800
201207,78744,Multi-Family,27359600
201207,78744,Residential,62479200
201207,78745,Irrigation - Multi-Family,4435300
201207,78745,Irrigation - Residential,113300
201207,78745,Multi-Family,35998300
201207,78745,Residential,108373600
201207,78746,Irrigation - Multi-Family,1336200
201207,78746,Irrigation - Residential,636900
201207,78746,Multi-Family,16095400
201207,78746,Residential,59615100
201207,78747,Irrigation - Multi-Family,1918400
201207,78747,Irrigation - Residential,22700
201207,78747,Multi-Family,8633000
201207,78747,Residential,36738300
201207,78748,Irrigation - Multi-Family,8030500
201207,78748,Irrigation - Residential,19100
201207,78748,Multi-Family,18346400
201207,78748,Residential,114593800
201207,78749,Irrigation - Multi-Family,8215700
201207,78749,Irrigation - Residential,18600
201207,78749,Multi-Family,15067300
201207,78749,Residential,112920400
201207,78750,Irrigation - Multi-Family,3596200
201207,78750,Irrigation - Residential,35100
201207,78750,Multi-Family,14499900
201207,78750,Residential,95368000
201207,78751,Irrigation - Multi-Family,973400
201207,78751,Irrigation - Residential,132400
201207,78751,Multi-Family,13565300
201207,78751,Residential,21780900
201207,78752,Irrigation - Multi-Family,281400
201207,78752,Multi-Family,21628800
201207,78752,Residential,18051975
201207,78753,Irrigation - Multi-Family,5763800
201207,78753,Irrigation - Residential,2600
201207,78753,Multi-Family,59835100
201207,78753,Residential,56417800
201207,78754,Irrigation - Multi-Family,2783100
201207,78754,Irrigation - Residential,0
201207,78754,Multi-Family,15290500
201207,78754,Residential,30457400
201207,78756,Irrigation - Multi-Family,149500
201207,78756,Irrigation - Residential,99800
201207,78756,Multi-Family,6205100
201207,78756,Residential,19102900
201207,78757,Irrigation - Multi-Family,488000
201207,78757,Irrigation - Residential,65300
201207,78757,Multi-Family,16130500
201207,78757,Residential,60190000
201207,78758,Irrigation - Multi-Family,4457200
201207,78758,Irrigation - Residential,43900
201207,78758,Multi-Family,46232500
201207,78758,Residential,59583300
201207,78759,Irrigation - Multi-Family,2541000
201207,78759,Irrigation - Residential,191200
201207,78759,Multi-Family,44023300
201207,78759,Residential,119245400
201208,,Irrigation - Residential,17300
201208,78613,Irrigation - Multi-Family,80000
201208,78613,Multi-Family,13000
201208,78617,Multi-Family,3256100
201208,78617,Residential,22651100
201208,78652,Irrigation - Residential,59500
201208,78652,Multi-Family,17400
201208,78652,Residential,977800
201208,78653,Multi-Family,433400
201208,78653,Residential,1727600
201208,78660,Irrigation - Residential,6900
201208,78660,Multi-Family,146600
201208,78660,Residential,11171900
201208,78701,Irrigation - Multi-Family,538500
201208,78701,Multi-Family,14015200
201208,78701,Residential,1873300
201208,78702,Irrigation - Multi-Family,1586500
201208,78702,Irrigation - Residential,11100
201208,78702,Multi-Family,9720900
201208,78702,Residential,33044100
201208,78703,Irrigation - Multi-Family,937400
201208,78703,Irrigation - Residential,2162000
201208,78703,Multi-Family,14574600
201208,78703,Residential,87356000
201208,78704,Irrigation - Multi-Family,3007200
201208,78704,Irrigation - Residential,318200
201208,78704,Multi-Family,52928100
201208,78704,Residential,71085800
201208,78705,Irrigation - Multi-Family,734600
201208,78705,Irrigation - Residential,171200
201208,78705,Multi-Family,29634500
201208,78705,Residential,13032100
201208,78712,Residential,0
201208,78717,Irrigation - Multi-Family,9543000
201208,78717,Irrigation - Residential,51300
201208,78717,Multi-Family,8105500
201208,78717,Residential,64234000
201208,78719,Multi-Family,512000
201208,78719,Residential,1799800
201208,78721,Irrigation - Multi-Family,392000
201208,78721,Irrigation - Residential,9600
201208,78721,Multi-Family,5200700
201208,78721,Residential,20284500
201208,78722,Irrigation - Multi-Family,0
201208,78722,Multi-Family,2853700
201208,78722,Residential,13645900
201208,78723,Irrigation - Multi-Family,326800
201208,78723,Multi-Family,23749800
201208,78723,Residential,51400200
201208,78724,Irrigation - Multi-Family,242700
201208,78724,Irrigation - Residential,56000
201208,78724,Multi-Family,14401500
201208,78724,Residential,26854800
201208,78725,Multi-Family,332700
201208,78725,Residential,3490000
201208,78726,Irrigation - Multi-Family,7843400
201208,78726,Irrigation - Residential,56400
201208,78726,Multi-Family,11733100
201208,78726,Residential,30126700
201208,78727,Irrigation - Multi-Family,9563200
201208,78727,Irrigation - Residential,6300
201208,78727,Multi-Family,21695200
201208,78727,Residential,65149700
201208,78728,Irrigation - Multi-Family,1425800
201208,78728,Multi-Family,8497600
201208,78728,Residential,7028600
201208,78729,Irrigation - Multi-Family,4701800
201208,78729,Irrigation - Residential,15000
201208,78729,Multi-Family,26312300
201208,78729,Residential,33570700
201208,78730,Irrigation - Multi-Family,2166600
201208,78730,Irrigation - Residential,350900
