"","TCAD.or.WCAD.Property.ID..s.","Duct.System.1...Type","Duct.System.1...RValue","Duct.System.1...Return.Sizing","Duct.System.1.....Leakage","System.1...Location.Air.Handler","System.1...Air.Handler.Type","System.1...Age..years.","System.1...sqft.ton","Water.Heater...Fuel.Type","Water.Heating...Tank.Type","Toilet.Type","Programmable.Thermostat.Present","Window.Screen.Area.Recommended..sqft.","Furnace...Fuel.Type","Attic.R.Value","Recommended.Additional.R.Value","Year.Built","Bedrooms","Conditioned..sqft.","Attic..sqft.","Home_Type","Lat","Long","set","NeedsDuctFixed"
"2758","373080","Mylar_Flex",6,"Adequate",14,"Closet","Up Flow",19,485.6,"Gas","Tank","Standard","N",99,"Gas",35,3,1995,3,1214,600,"Single Family",30.1850585750005,-97.7967605649997,"train","0"
"2761","R352749","Mylar_Flex",6,"Adequate",17,"Closet","Up Flow",18,610,"Gas","Tank","Water_Saving","Y",0,"Gas",28,0,1996,3,2442,2442,"Single Family",30.4554024270005,-97.7588499829997,"train","0"
"2762","333450","Mylar_Flex",6,"Adequate",16.4,"Closet","Up Flow",5,700,"Gas","Tank","Water_Saving","Y",69,"Elec",21,17,1981,3,1752,0,"Single Family",30.1979449510005,-97.8151473379997,"train","0"
"2764","251703","Mylar_Flex",6,"Adequate",20.8,"Closet","Up Flow",12,413,"Gas","Tankless","Standard","Y",0,"Gas",28,10,1972,3,1259,1100,"Single Family",30.3786645310005,-97.7085954859997,"train","0"
"2765","345191","Grey_Flex",6,"Adequate",38,"Closet","Up Flow",5,400,"Gas","Tank","Standard","Y",148,"Gas",11.5,26,1983,4,2046,1900,"Single Family",30.1763946190005,-97.8391316319997,"test","1"
"2766","223947","Sheet_Metal",2,"Inadequate",50,"Closet","Up Flow",2,391,"Elec","Tank","Standard","Y",33,"Elec",4,34,1962,3,978,978,"Single Family",30.3146637760005,-97.6693974519997,"train","1"
"2767","158722","Mylar_Flex",6,"Adequate",10.7,"Attic","Horizontal",20,520,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1991,4,3714,1200,"Single Family",30.4116763940004,-97.7705649789997,"train","0"
"2768","120515","Mylar_Flex",8,"Adequate",16,"Closet","Up Flow",6,404,"Gas","Tank","Water_Saving","Y",0,"Gas",24,0,1964,4,4049,0,"Single Family",30.3090852070005,-97.7690797279997,"train","0"
"2770","333008","Mylar_Flex",5,"Adequate",19,"Attic","Horizontal",8,416,"Elec","Tank","Water_Saving","N",90,"Elec",15,23,1981,2,1020,400,"Duplex",30.1986887610005,-97.8023296579997,"test","0"
"2772","242840","Sheet_Metal",4,"Inadequate",12.6,"Closet","Up Flow",14,425,"Gas","Tank","Water_Saving","Y",62,"Gas",38,0,1968,3,1064,0,"Single Family",30.3586468250004,-97.7103756539997,"test","0"
"2773","321990","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",20,504,"Elec","Tank","Water_Saving","Y",30,"Elec",20,18,1988,4,2017,2017,"Single Family",30.2170648750005,-97.8699156209997,"train","0"
"2774","497627","Sheet_Metal",4,"Adequate",20,"Garage","Up Flow",13,542,"Elec","Tank","Standard","Y",30,"Elec",26,0,1972,5,3249,1633,"Single Family",30.3855862210004,-97.7576868939997,"train","0"
"2775","239966","Duct_Board",6,"Adequate",18.5,"Closet","Up Flow",6,674,"Gas","Tank","Standard","Y",149,"Gas",28,0,1967,3,2024,2024,"Condo",30.3499260180005,-97.7462383899997,"train","0"
"2776","111198","Grey_Flex",8,"Adequate",8,"Attic","Horizontal",13,432,"Gas","Tank","Water_Saving","Y",0,"Gas",14.5,23.5,1981,3,3031,758,"Single Family",30.2810419420005,-97.8272306849997,"train","0"
"2778","118440","Sheet_Metal",6,"Adequate",7,"Closet","Up Flow",10,525,"Elec","Tank","Water_Saving","Y",30,"Gas",29,0,1954,4,2102,2100,"Single Family",30.3042836110005,-97.7540779969997,"test","0"
"2779","382109","Grey_Flex",6,"Adequate",16.5,"Garage","Up Flow",12,498,"Gas","Tank","Water_Saving","N",0,"Gas",0,16,1997,3,1245,1245,"Single Family",30.1735709870005,-97.7910611859997,"train","0"
"2780","252281","Duct_Board",3,"Adequate",15,"Closet","Up Flow",6,555,"Gas","Tank","Standard","Y",42,"Gas",20,18,1974,3,1388,1007,"Single Family",30.3727673560005,-97.6944512669997,"train","0"
"2782","497459","Duct_Board",6,"Adequate",17,"Attic","Horizontal",17,531,"Gas","Tank","Water_Saving","N",0,"Gas",23,20.4,1976,4,2124,1000,"Single Family",30.3858953510004,-97.7500427139997,"train","0"
"2783","210053","Mylar_Flex",8,"Adequate",6.9,"Closet","Up Flow",6,381.2,"Gas","Tank","Standard","Y",54,"Gas",15.7,22.2,1948,2,959,953,"Duplex",30.2961834340005,-97.7470520799997,"train","0"
"2785","462622","Mylar_Flex",7,"Adequate",8,"Attic","Horizontal",14,459,"Gas","Tank","Water_Saving","Y",214,"Gas",50,0,1999,3,2293,2200,"Single Family",30.4275936740004,-97.6819367949997,"train","0"
"2787","145032","Duct_Board",6,"Inadequate",23,"Closet","Up Flow",15,435,"Gas","Tank","Water_Saving","Y",0,"Gas",28,0,1978,3,2173,1800,"Single Family",30.3711838000004,-97.7726578299997,"train","0"
"2788","330118","Mylar_Flex",6,"Adequate",9.3,"Attic","Horizontal",20,456,"Elec","Tank","Water_Saving","Y",24,"Elec",28,10,1974,4,1368,1200,"Single Family",30.1988462880005,-97.7960593939997,"train","0"
"2789","112274","Grey_Flex",4,"Inadequate",23,"Closet","",5,460,"Gas","Tank","Water_Saving","Y",84,"Gas",12,26,1953,3,1365,1365,"Single Family",30.2833254840004,-97.7670626789997,"train","0"
"2790","103255","Mylar_Flex",6,"Adequate",8.9,"Attic","Horizontal",7,446,"Elec","Tank","Water_Saving","Y",0,"Elec",24,0,1938,3,1562,1562,"Single Family",30.2573241410005,-97.7627147119996,"train","0"
"2791","226092","Mylar_Flex",6,"Inadequate",13,"Attic","Horizontal",5,512,"Elec","Tank","Water_Saving","N",150,"Elec",30,0,1950,3,1790,1790,"Single Family",30.3220248810005,-97.7525347119997,"train","0"
"2792","298231","Mylar_Flex",6,"Adequate",33,"Closet","Up Flow",19,416,"Elec","Tank","Water_Saving","N",33,"Elec",12,26,1982,4,1666,1600,"Single Family",30.1619353470005,-97.7454815529996,"train","1"
"2793","321058","Grey_Flex",2,"Adequate",50,"Closet","Up Flow",9,650,"Elec","Tank","Standard","Y",0,"Elec",18,20,1981,2,850,650,"Duplex",30.2121543990004,-97.8067768479997,"train","1"
"2794","341921","Sheet_Metal",7,"Adequate",12,"Attic","Horizontal",11,517,"Elec","Tank","Water_Saving","Y",0,"Elec",30,8,1972,4,2067,1000,"Single Family",30.1843574050005,-97.8273657079997,"test","0"
"2795","438500","Duct_Board",4,"Inadequate",16,"Attic","Horizontal",9,527,"Gas","Tank","Water_Saving","Y",0,"Gas",21,17,1985,4,3790,1615,"Single Family",30.3221350310005,-97.7885632659997,"test","0"
"2799","309917","Mylar_Flex",8,"Adequate",15,"Closet","Up Flow",4,500,"Gas","Tank","Standard","N",180,"Gas",20,18,1956,3,1025,680,"Single Family",30.2321459620005,-97.7620443359997,"train","0"
"2800","318616","Mylar_Flex",6,"Adequate",6.7,"Attic","Horizontal",21,530,"Elec","Tank","Standard","N",0,"Gas",38,0,1988,4,2491,901,"Single Family",30.2241571190004,-97.8685784229997,"train","0"
"2801","212872","Grey_Flex",4.4,"Adequate",26.9,"Attic","Horizontal",15,603,"Gas","Tank","Standard","Y",228,"Gas",19,19,1930,4,1736,1100,"Single Family",30.3007256450005,-97.7361223479997,"train","1"
"2802","510428","Sheet_Metal",0,"Adequate",8.6,"Closet","Up Flow",18,524,"Elec","Tank","Water_Saving","N",127,"Elec",0,0,1983,2,1048,0,"Fourplex",30.2227239840005,-97.8033056119997,"test","0"
"2803","105740","Mylar_Flex",6,"Adequate",16,"Attic","Horizontal",8,601,"Elec","Tank","Water_Saving","Y",0,"Elec",24,14,1979,5,3128,2347,"Single Family",30.2690876960004,-97.8004547379997,"train","0"
"2804","372222","Mylar_Flex",4,"Adequate",9.7,"Closet","Up Flow",15,650,"Gas","Tank","Water_Saving","N",0,"Gas",0,0,1999,4,2599,1294,"Single Family",30.2266953090004,-97.8625533309997,"train","0"
"2805","426653","Mylar_Flex",8,"Adequate",17,"Closet","Up Flow",17,608,"Elec","Tank","Water_Saving","N",24,"Elec",30,8,1997,3,1522,1522,"Single Family",30.4005429450004,-97.6487828029997,"train","0"
"2806","368551","Mylar_Flex",6,"Adequate",25,"Closet","Up Flow",15,623,"Elec","Tank","Water_Saving","N",0,"Elec",26,0,1995,3,1245,1220,"Single Family",30.2534191420004,-97.7086014079997,"test","0"
"2807","310129","Grey_Flex",8,"Inadequate",15,"Attic","Horizontal",9,487,"Gas","Tank","Water_Saving","N",180,"Gas",10,28,1981,8,3900,1950,"Single Family",30.2322975670004,-97.7756650459997,"test","0"
"2808","466637","Mylar_Flex",6,"Adequate",14,"Closet","Up Flow",15,510,"Elec","Tank","Water_Saving","Y",0,"Gas",30,8,1999,3,1535,1535,"Single Family",30.1583110540005,-97.8326789689997,"train","0"
"2809","298335","Mylar_Flex",6,"Inadequate",8,"Attic","Horizontal",20,425,"Gas","Tank","Standard","Y",180,"Gas",20,18,1997,3,1780,640,"Single Family",30.1570259700005,-97.7398271819997,"train","0"
"2810","503112","Sheet_Metal",4,"Adequate",8.2,"Closet","Up Flow",17,594,"Elec","Tank","Water_Saving","N",60,"Elec",13,25,1971,3,1783,0,"Single Family",30.3867362820005,-97.6911088629997,"train","0"
"2812","246575","Sheet_Metal",4,"Adequate",20,"Closet","Up Flow",12,625,"Elec","Tank","Water_Saving","Y",0,"Elec",25,13,1968,3,1563,1191,"Single Family",30.3634353930005,-97.7047970839997,"test","0"
"2813","381333","Mylar_Flex",6,"Adequate",16,"Closet","Up Flow",20,518,"Gas","Tank","Water_Saving","Y",129,"Gas",26,12,1994,3,2073,2073,"Single Family",30.1882422680005,-97.8400803439997,"train","0"
"2814","282796","Duct_Board",6,"Inadequate",65.6,"Attic","Horizontal",8,460,"Elec","Tank","Standard","Y",81.7,"Elec",30,8,1927,2,1114,1114,"Single Family",30.2501440070005,-97.7462597079997,"train","1"
"2815","126495","Duct_Board",6,"Adequate",19,"Attic","Horizontal",7,582,"Gas","Tank","Water_Saving","Y",0,"Gas",40,0,1991,3,3200,2400,"Single Family",30.3345642260005,-97.7788617679997,"train","0"
"2817","691080","Grey_Flex",6,"Adequate",47,"Closet","Up Flow",1,441,"Elec","Tank","Standard","N",69,"Elec",9,32,1984,2,882,882,"Duplex",30.2961822490005,-97.6279822019997,"train","1"
"2818","116227","Grey_Flex",8,"Adequate",8,"Attic","Horizontal",20,433,"Gas","Tank","Water_Saving","Y",198,"Elec",13,25,1950,4,3844,2166,"Single Family",30.2951352310005,-97.7751119269997,"train","0"
"2819","422378","Grey_Flex",4,"Inadequate",23,"Closet","Up Flow",15,392,"Gas","Tank","Standard","N",0,"Gas",16,22,1981,3,1567,1567,"Single Family",30.2680240290005,-97.8042933869997,"train","0"
"2820","334144","Mylar_Flex",7,"Inadequate",7.7,"Attic","Horizontal",18,462,"Gas","Tank","Water_Saving","N",0,"Gas",65,0,1996,3,1619,900,"Single Family",30.1963033600005,-97.8316058939997,"test","0"
"2821","136065","Mylar_Flex",8,"Inadequate",12,"Closet","Up Flow",15,427,"Gas","Tank","Water_Saving","Y",268,"Gas",22,16,1984,3,2848,854,"Single Family",30.3526134430005,-97.7927406779997,"test","0"
"2822","807037","Mylar_Flex",6,"Adequate",21.8,"Closet","Up Flow",14,498,"Gas","Tank","Water_Saving","Y",0,"Gas",11,27,1984,3,1744,900,"Single Family",30.3513165150005,-97.7778905519997,"train","0"
"2824","195500","Sheet_Metal",6,"Adequate",17,"Closet","Up Flow",16,462,"Elec","Tankless","Water_Saving","Y",0,"Gas",5,33,1955,3,1618,1618,"Single Family",30.2659347980004,-97.6984379899997,"test","0"
"2825","305112","Mylar_Flex",5,"Adequate",22,"Closet","Up Flow",3,560,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,1957,3,1400,1400,"Single Family",30.2418439070005,-97.7660381659997,"train","0"
"2826","497007","Grey_Flex",6,"Adequate",21.8,"Closet","Up Flow",8,425.5,"Elec","Tank","Water_Saving","Y",0,"Elec",11,27,1982,1,851,800,"Condo",30.3773853690005,-97.7585242699997,"test","0"
"2829","551768","Mylar_Flex",6,"Adequate",17,"Attic","Horizontal",25,886,"Elec","Tank","Water_Saving","N",175.6,"Elec",0,30,1976,4,4160,4160,"Single Family",30.2257643630005,-97.7172854989997,"test","0"
"2830","219332","Mylar_Flex",6,"Adequate",45.4,"Closet","Up Flow",5,579,"Elec","Tank","Water_Saving","N",0,"Gas",8,30,1954,3,1449,0,"Single Family",30.3104141150005,-97.6709099429997,"train","1"
"2831","220466","Sheet_Metal",2,"Inadequate",20,"Closet","Up Flow",7,372,"Gas","Tank","Water_Saving","N",116,"Gas",14,24,1955,3,1116,1116,"Single Family",30.3111366040005,-97.7039857639997,"train","0"
"2832","160867","Mylar_Flex",6,"Adequate",16,"Attic","Horizontal",18,411,"Gas","Tank","Water_Saving","Y",0,"Gas",0,0,1995,4,2732,1000,"Single Family",30.4161262210005,-97.7768222139997,"train","0"
"2834","228878","Duct_Board",3,"Adequate",26.1,"Closet","Up Flow",20,411,"Elec","Tank","Standard","N",186,"Gas",15,23,1952,2,1234,0,"Single Family",30.3263562670004,-97.7283786789997,"test","1"
"2837","149072","Grey_Flex",6,"Adequate",22,"Attic","Horizontal",5,572,"Gas","Tank","Water_Saving","Y",147.75,"Gas",35,3,1991,4,2846,1415,"Single Family",30.3815082980005,-97.7986852299996,"train","0"
"2838","446422","Mylar_Flex",6,"Adequate",8.1,"Attic","Horizontal",15,520,"Gas","Tank","Standard","Y",70,"Gas",24,14,1999,4,3118,2200,"Single Family",30.2508999030005,-97.8411095969997,"test","0"
"2841","313022","Sheet_Metal",6,"Adequate",13,"Closet","Up Flow",14,406,"Gas","Tank","Water_Saving","Y",46,"Gas",11,27,1957,3,1220,1220,"Single Family",30.2228270270004,-97.7890761149997,"test","0"
"2843","335067","Grey_Flex",6,"Adequate",9,"Closet","Up Flow",20,571,"Gas","Tank","Water_Saving","Y",0,"Gas",0,10,1989,3,2000,0,"Single Family",30.1997215660004,-97.8529536909997,"test","0"
"2846","259633","Grey_Flex",4.2,"Adequate",11,"Closet","Up Flow",13,395,"Gas","Tank","Standard","Y",0,"Gas",18,20,1985,3,1186,650,"Single Family",30.3859723380004,-97.6605392519997,"test","0"
"2847","503338","Sheet_Metal",4,"Adequate",24.8,"Attic","Horizontal",12,497,"Gas","Tank","Standard","N",113,"Gas",9,29,1970,3,1492,1492,"Single Family",30.3876577520005,-97.6709739009997,"train","0"
"2849","719641","Mylar_Flex",6,"Adequate",13,"Attic","Up Flow",9,575,"Elec","Tank","Standard","Y",103,"Elec",26,0,2005,2,1157,0,"Condo",30.2575023180004,-97.7392626899997,"train","0"
"2850","510540","Mylar_Flex",6,"Adequate",5.1,"Closet","Down Flow",16,391,"Gas","Tank","Standard","Y",60,"Gas",0,18,1959,3,1172,1100,"Single Family",30.2202165890005,-97.7966859469997,"train","0"
"2851","345558","Mylar_Flex",6,"Inadequate",9.6,"Attic","Horizontal",21,432,"Elec","Tank","Water_Saving","Y",0,"Elec",29,9,1993,4,2899,1386,"Single Family",30.1792206210005,-97.8574923489997,"train","0"
"2852","465295","Mylar_Flex",6,"Inadequate",15,"Attic","Horizontal",13,420,"Elec","Tank","Standard","N",259,"Elec",19,19,2000,4,2102,2102,"Single Family",30.2068817000005,-97.7956469989997,"train","0"
"2853","116650","Sheet_Metal",6,"Adequate",21,"","Horizontal",6,400,"Elec","Tank","Water_Saving","Y",389,"Elec",19,0,1951,3,1794,1794,"Single Family",30.2987666310005,-97.7612188029997,"train","0"
"2857","226926","Sheet_Metal",4,"Inadequate",10,"Closet","Up Flow",16,562,"Gas","Tank","Water_Saving","Y",0,"Gas",0,26,1971,4,1970,6,"Single Family",30.3199640090004,-97.6750565599997,"train","0"
"2859","503966","Mylar_Flex",6,"Adequate",10,"","",17,409,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1996,3,1635,827,"Single Family",30.4138758430005,-97.7265535039997,"train","0"
"2861","229070","Sheet_Metal",6,"Adequate",28.7,"Closet","Up Flow",20,623.5,"Gas","Tank","Water_Saving","N",116,"Gas",0,19,1968,3,1247,1247,"Duplex",30.3290768560005,-97.6937169329997,"train","1"
"2862","154233","Duct_Board",4,"Adequate",12,"Closet","Up Flow",29,550,"Elec","Tank","Water_Saving","N",20,"Elec",22,0,1985,2,2199,0,"Single Family",30.3939706560005,-97.9147384159997,"test","0"
"2864","205062","Mylar_Flex",4,"Inadequate",23,"Closet","Up Flow",1,500,"Elec","Tank","Water_Saving","N",0,"Gas",30,8,1965,3,1256,970,"Single Family",30.2850037920005,-97.6761450329997,"train","0"
"2866","245333","Sheet_Metal",4,"Inadequate",14,"Closet","Up Flow",17,560,"Elec","Tank","Water_Saving","N",54,"Elec",10,26,1972,3,1401,1400,"Single Family",30.3599863920005,-97.6756570559997,"test","0"
"2867","222253","Mylar_Flex",7,"Adequate",8,"Garage","Up Flow",22,520,"Gas","Tank","Water_Saving","Y",69,"Gas",21,17,1955,2,1040,1000,"Single Family",30.3155248420005,-97.6955729029997,"test","0"
"2868","139064","Duct_Board",6,"Adequate",42,"Attic","Horizontal",7,595,"Elec","Tank","Water_Saving","Y",0,"Elec",15,23,1965,5,3802,1640,"Single Family",30.3599674410004,-97.7665060069997,"test","1"
"2869","302023","Duct_Board",6,"Inadequate",24,"Closet","Up Flow",10,482,"Gas","Tank","Water_Saving","N",214,"Gas",13,25,1981,3,1690,990,"Single Family",30.2427801360005,-97.7655578359997,"train","0"
"2871","R078590","Mylar_Flex",6,"Adequate",22,"Closet","Up Flow",7,568,"Elec","Tank","Water_Saving","N",0,"Gas",19,19,1976,3,1419,1194,"Single Family",30.4541031290005,-97.7942590919997,"train","0"
"2872","319707","Mylar_Flex",6,"Adequate",29.5,"Closet","Up Flow",16,420,"Elec","Tank","Standard","Y",0,"Elec",13,25,1982,2,840,840,"Fourplex",30.2153936730004,-97.7927987139997,"test","1"
"2874","269204","Mylar_Flex",5,"Inadequate",19,"Attic","Horizontal",10,521,"Elec","Tank","Standard","Y",69,"Elec",42,0,1982,3,1563,985,"Single Family",30.4234079710005,-97.6865856029997,"train","0"
"2877","221442","Mylar_Flex",6,"Inadequate",22,"Closet","Up Flow",13,384,"Elec","Tank","Standard","Y",0,"Gas",0,38,1949,2,960,960,"Single Family",30.3168869130005,-97.7217365099997,"test","0"
"2879","292864","Duct_Board",5,"Inadequate",59,"Closet","Up Flow",15,366,"Elec","Tank","Water_Saving","Y",64,"Elec",10,28,1974,2,915,700,"Duplex",30.1884023920005,-97.7461486959997,"train","1"
"2880","153871","Mylar_Flex",6,"Adequate",11,"Attic","Horizontal",22,519,"Elec","Tank","Water_Saving","Y",0,"Elec",20,18,1992,4,3116,2086,"Single Family",30.3909741000004,-97.8024563899997,"train","0"
"2882","235842","Duct_Board",4,"Inadequate",37,"Closet","Up Flow",14,508,"Gas","Tank","Water_Saving","Y",0,"Gas",15,23,1956,3,1526,1526,"Single Family",30.3453364300005,-97.7389329519997,"train","1"
"2884","R348016","Mylar_Flex",10,"Adequate",13,"Closet","Up Flow",14,540,"Gas","Tank","Standard","N",69,"Gas",0,0,1995,3,2175,0,"Single Family",30.4578541540005,-97.7554329619997,"train","0"
"2886","235437","Sheet_Metal",6,"Adequate",30.7,"Closet","Up Flow",21,386,"Gas","Tank","Water_Saving","N",129,"Gas",11,27,1964,3,966,900,"Single Family",30.3410346550004,-97.7060845379997,"train","1"
"2887","335094","Mylar_Flex",8,"Adequate",24,"Garage","Up Flow",24,631,"Gas","Tank","Standard","Y",0,"Gas",30,8,1991,3,2524,1262,"Single Family",30.1996765580005,-97.8520665689997,"test","0"
"2888","429724","Mylar_Flex",6,"Adequate",14,"Attic","Horizontal",16,373,"Gas","Tank","Water_Saving","Y",0,"Gas",26,12,1998,3,2304,1373,"Single Family",30.2422335780005,-97.8211001809997,"train","0"
"2889","503767","Mylar_Flex",6,"Inadequate",13,"Closet","Up Flow",15,495,"Gas","Tank","Water_Saving","Y",0,"Gas",23.5,13.5,1972,3,1486,1220,"Single Family",30.4155706050005,-97.7380396009997,"test","0"
"2891","380639","Mylar_Flex",6,"Inadequate",5.7,"Closet","Up Flow",15,478,"Elec","Tank","Water_Saving","Y",60,"Elec",26,12,1999,3,2389,1300,"Single Family",30.2135258590005,-97.8437780709997,"train","0"
"2892","224681","Duct_Board",4,"",24,"Closet","Up Flow",17,612,"Gas","Tank","Water_Saving","Y",100,"Gas",22,0,1966,5,2298,2298,"Duplex",30.3211353900004,-97.7413373029997,"train","0"
"2893","302310","Mylar_Flex",6,"Adequate",43,"Attic","Horizontal",8,358,"Elec","Tank","Water_Saving","N",30,"Elec",12,26,1950,2,896,0,"Single Family",30.2467367040005,-97.7614059389997,"test","1"
"2897","294939","Sheet_Metal",4,"Inadequate",20.7,"Closet","Up Flow",15,582.5,"Gas","Tank","Standard","Y",42,"Gas",24.5,13.5,1975,2,1165,1165,"Condo",30.1875221480005,-97.7439903809997,"train","0"
"2898","378531","Mylar_Flex",6,"Adequate",14,"Attic","Horizontal",16,451,"Elec","Tank","Water_Saving","Y",0,"Elec",25,0,1998,3,2656,1016,"Single Family",30.4209787470004,-97.6822707989997,"train","0"
"2900","217213","Sheet_Metal",3,"Adequate",15,"Closet","Up Flow",11,672,"Gas","Tank","Standard","N",0,"Gas",9,29,1965,3,1680,1680,"Single Family",30.3011709830005,-97.6793820239997,"train","0"
"2901","331433","Grey_Flex",6,"Adequate",9,"Closet","Up Flow",18,615,"Gas","Tank","Water_Saving","Y",12,"Gas",24,14,1996,3,1847,0,"Single Family",30.2056353230005,-97.8547279379997,"train","0"
"2902","512655","Sheet_Metal",6,"Inadequate",21,"Garage","Up Flow",8,457,"Gas","Tank","Water_Saving","N",78,"Gas",16,12,1956,2,1372,1122,"Single Family",30.1865663290005,-97.7790489039997,"train","0"
"2903","142804","Mylar_Flex",6,"Adequate",39,"Attic","Horizontal",24,435,"Gas","Solar","Water_Saving","Y",176,"Gas",19,19,1969,4,2611,1200,"Single Family",30.3673652640005,-97.7653713429997,"train","1"
"2904","345084","Mylar_Flex",6,"Inadequate",20,"Attic","Horizontal",7,522,"Gas","Tank","Standard","N",0,"Gas",19,19,1984,2,1044,600,"Duplex",30.1761281280005,-97.8347824799997,"train","0"
"2905","227487","Mylar_Flex",8,"Adequate",24,"Closet","Up Flow",5,480,"Gas","Tank","Water_Saving","Y",40,"Gas",30,8,1948,3,1680,1680,"Single Family",30.3245524120005,-97.7448585529997,"test","0"
"2906","462451","Sheet_Metal",4,"Inadequate",10,"Closet","Up Flow",7,515,"Elec","Tank","Standard","Y",0,"Elec",16,23,1971,4,2065,1593,"Single Family",30.4267911190005,-97.7162376779997,"test","0"
"2910","501752","Sheet_Metal",4,"Inadequate",18,"Closet","Up Flow",16,586,"Gas","Tank","Standard","N",15,"Elec",26,12,1960,3,2054,2000,"Single Family",30.3849715120004,-97.6827102149997,"train","0"
"2911","209771","Mylar_Flex",6,"Inadequate",18,"Attic","Horizontal",12,526,"Elec","Tank","Water_Saving","N",4,"Elec",30,8,1998,3,1317,1317,"Single Family",30.2907280430005,-97.6777120059997,"test","0"
